Rectangle_Index,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z
0,0.8359518407570087,1.0581602200722164,0.0,0.7359518407570087,1.0581602200722164,0.0,0.10229842523859327,0.2866588046012466,0.0,0.20229842523859327,0.2866588046012466,0.0
