Rectangle_Index,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z
0,2.4090403378649095,0.29907120245902463,0.0,1.49206226072444,0.7124324954640422,0.0,1.5126103018636732,0.7580151457307872,0.0,2.4295883790041426,0.34465385272576965,0.0
1,2.419702528172795,0.2968655412889585,0.0,1.5093629173007548,0.28272918564198596,0.0,1.5085865778242171,0.33272315824886306,0.0,2.418926188696257,0.3468595138958356,0.0
2,1.4839777612590472,0.30733800220715585,0.0,1.477339294990618,0.7348356508591459,0.0,1.5273332675974949,0.7356119903356836,0.0,1.5339717338659242,0.3081143416836934,0.0
3,1.5093629173007548,0.28272918564198596,0.0,0.7981647446389024,0.2716852299751616,0.0,0.7973884051623648,0.32167920258203864,0.0,1.5085865778242171,0.332723158248863,0.0
4,1.49206226072444,0.7124324954640423,0.0,0.7756778201873916,1.035368894938844,0.0,0.7962258613266247,1.080951545205589,0.0,1.5126103018636732,0.7580151457307872,0.0
5,0.7727795885971958,0.2962940465403315,0.0,0.7609548544535705,1.0577720503339476,0.0,0.810948827060447,1.0585483898104853,0.0,0.8227735612040723,0.297070386016869,0.0
6,0.8081079550212533,1.046579779635439,0.0,0.4067490864412044,0.2786855875469908,0.0,0.36243685791271524,0.30184646842054536,0.0,0.7637957264927642,1.0697406605089936,0.0
7,0.7981647446389029,0.2716852299751616,0.0,0.38498114191522864,0.26526904168032944,0.0,0.3842048024386911,0.31526301428720654,0.0,0.7973884051623652,0.3216792025820387,0.0
